,日期,订单分配给骑手的时间,订单编号
4909,20221019,2022-10-19 11:27,174897
4910,20221019,2022-10-19 11:27,83611
4911,20221019,2022-10-19 11:27,186792
4912,20221019,2022-10-19 11:27,460123
4913,20221019,2022-10-19 11:27,233764
4914,20221019,2022-10-19 11:27,494056
4915,20221019,2022-10-19 11:27,198519
4916,20221019,2022-10-19 11:27,288308
4917,20221019,2022-10-19 11:27,401558
4918,20221019,2022-10-19 11:27,93015
4919,20221019,2022-10-19 11:27,147722
4920,20221019,2022-10-19 11:27,183877
4921,20221019,2022-10-19 11:27,138608
4922,20221019,2022-10-19 11:27,819
4923,20221019,2022-10-19 11:27,338396
4924,20221019,2022-10-19 11:27,390651
4925,20221019,2022-10-19 11:27,366247
4926,20221019,2022-10-19 11:27,16935
4927,20221019,2022-10-19 11:27,123400
4928,20221019,2022-10-19 11:27,150749
4929,20221019,2022-10-19 11:27,189772
4930,20221019,2022-10-19 11:27,129447
4931,20221019,2022-10-19 11:27,488849
4932,20221019,2022-10-19 11:27,219372
4933,20221019,2022-10-19 11:27,4010
4934,20221019,2022-10-19 11:27,541049
4935,20221019,2022-10-19 11:27,293928
4936,20221019,2022-10-19 11:27,379776
4937,20221019,2022-10-19 11:27,352296
4938,20221019,2022-10-19 11:27,222257
4939,20221019,2022-10-19 11:27,153809
4940,20221019,2022-10-19 11:27,454879
4941,20221019,2022-10-19 11:27,61614
4942,20221019,2022-10-19 11:27,514961
4943,20221019,2022-10-19 11:27,494068
4944,20221019,2022-10-19 11:27,548770
4945,20221019,2022-10-19 11:27,291065
4946,20221019,2022-10-19 11:27,404287
4947,20221019,2022-10-19 11:27,210479
4948,20221019,2022-10-19 11:27,302320
4949,20221019,2022-10-19 11:27,535857
4950,20221019,2022-10-19 11:27,99157
4951,20221019,2022-10-19 11:27,538516
4952,20221019,2022-10-19 11:27,16936
4953,20221019,2022-10-19 11:27,377184
4954,20221019,2022-10-19 11:27,86748
4955,20221019,2022-10-19 11:27,512348
4956,20221019,2022-10-19 11:27,64788
4957,20221019,2022-10-19 11:27,483681
4958,20221019,2022-10-19 11:27,346740
4959,20221019,2022-10-19 11:27,165937
4960,20221019,2022-10-19 11:27,271245
4961,20221019,2022-10-19 11:27,382503
4962,20221019,2022-10-19 11:27,153796
4963,20221019,2022-10-19 11:27,71041
4964,20221019,2022-10-19 11:27,58501
4965,20221019,2022-10-19 11:27,491466
4966,20221019,2022-10-19 11:27,327398
4967,20221019,2022-10-19 11:27,156740
4968,20221019,2022-10-19 11:27,349472
4969,20221019,2022-10-19 11:27,192645
4970,20221019,2022-10-19 11:27,129454
4971,20221019,2022-10-19 11:27,67914
4972,20221019,2022-10-19 11:27,227995
4973,20221019,2022-10-19 11:27,265491
4974,20221019,2022-10-19 11:27,254096
4975,20221019,2022-10-19 11:27,404282
4976,20221019,2022-10-19 11:27,248392
4977,20221019,2022-10-19 11:27,478586
4978,20221019,2022-10-19 11:27,438918
4979,20221019,2022-10-19 11:27,538515
4980,20221019,2022-10-19 11:27,141650
4981,20221019,2022-10-19 11:27,204442
4982,20221019,2022-10-19 11:27,475912
4983,20221019,2022-10-19 11:27,135532
4984,20221019,2022-10-19 11:27,417639
4985,20221019,2022-10-19 11:27,468082
4986,20221019,2022-10-19 11:27,114374
4987,20221019,2022-10-19 11:27,195661
4988,20221019,2022-10-19 11:27,512345
4989,20221019,2022-10-19 11:27,321923
4990,20221019,2022-10-19 11:27,171925
4991,20221019,2022-10-19 11:27,174891
4992,20221019,2022-10-19 11:27,64785
4993,20221019,2022-10-19 11:27,302323
4994,20221019,2022-10-19 11:27,216448
4995,20221019,2022-10-19 11:27,89853
4996,20221019,2022-10-19 11:27,150752
4997,20221019,2022-10-19 11:27,483682
4998,20221019,2022-10-19 11:27,225097
4999,20221019,2022-10-19 11:27,509703
5000,20221019,2022-10-19 11:27,393421
5001,20221019,2022-10-19 11:27,404242
5002,20221019,2022-10-19 11:27,338397
5003,20221019,2022-10-19 11:27,86765
5004,20221019,2022-10-19 11:27,344039
5005,20221019,2022-10-19 11:27,438917
5006,20221019,2022-10-19 11:27,491457
5007,20221019,2022-10-19 11:27,296713
5008,20221019,2022-10-19 11:27,541033
5009,20221019,2022-10-19 11:27,377185
5010,20221019,2022-10-19 11:27,23383
5011,20221019,2022-10-19 11:27,564128
5012,20221019,2022-10-19 11:27,168867
5013,20221019,2022-10-19 11:27,256946
5014,20221019,2022-10-19 11:27,55391
5015,20221019,2022-10-19 11:27,319144
5016,20221019,2022-10-19 11:27,512350
5017,20221019,2022-10-19 11:27,559065
5018,20221019,2022-10-19 11:27,509721
5019,20221019,2022-10-19 11:27,165936
5020,20221019,2022-10-19 11:27,507106
5021,20221019,2022-10-19 11:27,444327
5022,20221019,2022-10-19 11:27,165935
5023,20221019,2022-10-19 11:27,302314
5024,20221019,2022-10-19 11:27,242559
5025,20221019,2022-10-19 11:27,522724
5026,20221019,2022-10-19 11:27,58502
5027,20221019,2022-10-19 11:27,86766
5028,20221019,2022-10-19 11:27,171941
5029,20221019,2022-10-19 11:27,174895
5030,20221019,2022-10-19 11:27,462735
5031,20221019,2022-10-19 11:27,228000
5032,20221019,2022-10-19 11:27,29690
5033,20221019,2022-10-19 11:27,274063
5034,20221019,2022-10-19 11:27,74161
5035,20221019,2022-10-19 11:27,475914
5036,20221019,2022-10-19 11:27,168865
5037,20221019,2022-10-19 11:27,49065
5038,20221019,2022-10-19 11:27,108253
5039,20221019,2022-10-19 11:27,242551
5040,20221019,2022-10-19 11:27,319143
5041,20221019,2022-10-19 11:27,454881
5042,20221019,2022-10-19 11:27,89877
5043,20221019,2022-10-19 11:27,470669
5044,20221019,2022-10-19 11:27,541050
5045,20221019,2022-10-19 11:27,349471
5046,20221019,2022-10-19 11:27,174898
5047,20221019,2022-10-19 11:27,10529
5048,20221019,2022-10-19 11:27,233767
5049,20221019,2022-10-19 11:27,288304
5050,20221019,2022-10-19 11:27,556435
5051,20221019,2022-10-19 11:27,248382
5052,20221019,2022-10-19 11:27,268345
5053,20221019,2022-10-19 11:27,305120
5054,20221019,2022-10-19 11:27,39295
5055,20221019,2022-10-19 11:27,89876
5056,20221019,2022-10-19 11:27,201527
5057,20221019,2022-10-19 11:27,111343
5058,20221019,2022-10-19 11:27,285544
5059,20221019,2022-10-19 11:27,409636
5060,20221019,2022-10-19 11:27,52237
5061,20221019,2022-10-19 11:27,256950
5062,20221019,2022-10-19 11:27,177896
5063,20221019,2022-10-19 11:27,55389
5064,20221019,2022-10-19 11:27,379774
5065,20221019,2022-10-19 11:27,473316
5066,20221019,2022-10-19 11:27,507103
5067,20221019,2022-10-19 11:27,441643
5068,20221019,2022-10-19 11:27,271246
5069,20221019,2022-10-19 11:27,7272
5070,20221019,2022-10-19 11:27,449681
5071,20221019,2022-10-19 11:27,446957
5072,20221019,2022-10-19 11:27,248395
5073,20221019,2022-10-19 11:27,330106
5074,20221019,2022-10-19 11:27,282702
5075,20221019,2022-10-19 11:27,23397
5076,20221019,2022-10-19 11:27,271247
5077,20221019,2022-10-19 11:27,430929
5078,20221019,2022-10-19 11:27,20170
5079,20221019,2022-10-19 11:27,268358
5080,20221019,2022-10-19 11:27,538517
5081,20221019,2022-10-19 11:27,341131
5082,20221019,2022-10-19 11:27,16930
5083,20221019,2022-10-19 11:27,210483
5084,20221019,2022-10-19 11:27,332907
5085,20221019,2022-10-19 11:27,346742
5086,20221019,2022-10-19 11:27,123401
5087,20221019,2022-10-19 11:27,4009
5088,20221019,2022-10-19 11:27,538505
5089,20221019,2022-10-19 11:27,274059
5090,20221019,2022-10-19 11:27,355089
5091,20221019,2022-10-19 11:27,543582
5092,20221019,2022-10-19 11:27,239648
5093,20221019,2022-10-19 11:27,462733
5094,20221019,2022-10-19 11:27,324634
5095,20221019,2022-10-19 11:27,219370
5096,20221019,2022-10-19 11:27,159801
5097,20221019,2022-10-19 11:27,564129
5098,20221019,2022-10-19 11:27,414922
5099,20221019,2022-10-19 11:27,77348
5100,20221019,2022-10-19 11:27,86764
5101,20221019,2022-10-19 11:27,299471
5102,20221019,2022-10-19 11:27,446953
5103,20221019,2022-10-19 11:27,67912
5104,20221019,2022-10-19 11:27,349449
5105,20221019,2022-10-19 11:27,144688
5106,20221019,2022-10-19 11:27,374487
5107,20221019,2022-10-19 11:27,436279
5108,20221019,2022-10-19 11:27,156746
5109,20221019,2022-10-19 11:27,504536
5110,20221019,2022-10-19 11:27,177895
5111,20221019,2022-10-19 11:27,36130
5112,20221019,2022-10-19 11:27,201535
5113,20221019,2022-10-19 11:27,388004
5114,20221019,2022-10-19 11:27,366219
5115,20221019,2022-10-19 11:27,514955
5116,20221019,2022-10-19 11:27,379764
5117,20221019,2022-10-19 11:27,204444
5118,20221019,2022-10-19 11:27,546129
5119,20221019,2022-10-19 11:27,180940
5120,20221019,2022-10-19 11:27,401561
5121,20221019,2022-10-19 11:27,559070
5122,20221019,2022-10-19 11:27,561656
5123,20221019,2022-10-19 11:27,245434
5124,20221019,2022-10-19 11:27,483683
5125,20221019,2022-10-19 11:27,114379
5126,20221019,2022-10-19 11:27,227996
5127,20221019,2022-10-19 11:27,198516
5128,20221019,2022-10-19 11:27,302262
5129,20221019,2022-10-19 11:27,219366
5130,20221019,2022-10-19 11:27,305156
5131,20221019,2022-10-19 11:27,129456
5132,20221019,2022-10-19 11:27,406884
5133,20221019,2022-10-19 11:27,71037
5134,20221019,2022-10-19 11:27,465393
5135,20221019,2022-10-19 11:27,89866
5136,20221019,2022-10-19 11:27,254097
5137,20221019,2022-10-19 11:27,111346
5138,20221019,2022-10-19 11:27,58503
5139,20221019,2022-10-19 11:27,16927
5140,20221019,2022-10-19 11:27,138604
5141,20221019,2022-10-19 11:27,533233
5142,20221019,2022-10-19 11:27,10546
5143,20221019,2022-10-19 11:27,7274
5144,20221019,2022-10-19 11:27,177894
5145,20221019,2022-10-19 11:27,491465
5146,20221019,2022-10-19 11:27,559067
5147,20221019,2022-10-19 11:27,371691
5148,20221019,2022-10-19 11:27,561654
5149,20221019,2022-10-19 11:27,454882
5150,20221019,2022-10-19 11:27,374484
5151,20221019,2022-10-19 11:27,465389
5152,20221019,2022-10-19 11:27,548771
5153,20221019,2022-10-19 11:27,102317
5154,20221019,2022-10-19 11:27,473309
5155,20221019,2022-10-19 11:27,564122
5156,20221019,2022-10-19 11:27,465402
5157,20221019,2022-10-19 11:27,491469
5158,20221019,2022-10-19 11:27,319141
5159,20221019,2022-10-19 11:27,561647
5160,20221019,2022-10-19 11:27,42546
5161,20221019,2022-10-19 11:27,422929
5162,20221019,2022-10-19 11:27,49025
5163,20221019,2022-10-19 11:27,316398
5164,20221019,2022-10-19 11:27,491463
5165,20221019,2022-10-19 11:27,183881
5166,20221019,2022-10-19 11:27,293930
5167,20221019,2022-10-19 11:27,150726
5168,20221019,2022-10-19 11:27,355093
5169,20221019,2022-10-19 11:27,67911
5170,20221019,2022-10-19 11:27,67915
5171,20221019,2022-10-19 11:27,32932
5172,20221019,2022-10-19 11:27,465401
5173,20221019,2022-10-19 11:27,404286
5174,20221019,2022-10-19 11:27,349467
5175,20221019,2022-10-19 11:27,433564
5176,20221019,2022-10-19 11:27,29718
5177,20221019,2022-10-19 11:27,156733
5178,20221019,2022-10-19 11:27,401553
5179,20221019,2022-10-19 11:27,102316
5180,20221019,2022-10-19 11:27,420277
5181,20221019,2022-10-19 11:27,324635
5182,20221019,2022-10-19 11:27,509722
5183,20221019,2022-10-19 11:27,225101
5184,20221019,2022-10-19 11:27,219374
5185,20221019,2022-10-19 11:27,256952
5186,20221019,2022-10-19 11:27,225089
5187,20221019,2022-10-19 11:27,83695
5188,20221019,2022-10-19 11:27,491467
5189,20221019,2022-10-19 11:27,481167
5190,20221019,2022-10-19 11:27,32933
5191,20221019,2022-10-19 11:27,494070
5192,20221019,2022-10-19 11:27,346741
5193,20221019,2022-10-19 11:27,488850
5194,20221019,2022-10-19 11:27,324636
5195,20221019,2022-10-19 11:27,204456
5196,20221019,2022-10-19 11:27,207407
5197,20221019,2022-10-19 11:27,83696
5198,20221019,2022-10-19 11:27,517526
5199,20221019,2022-10-19 11:27,396128
5200,20221019,2022-10-19 11:27,61615
5201,20221019,2022-10-19 11:27,522726
5202,20221019,2022-10-19 11:27,222259
5203,20221019,2022-10-19 11:27,527957
5204,20221019,2022-10-19 11:27,80602
5205,20221019,2022-10-19 11:27,307987
5206,20221019,2022-10-19 11:27,259842
5207,20221019,2022-10-19 11:27,363444
5208,20221019,2022-10-19 11:27,449682
5209,20221019,2022-10-19 11:27,171915
5210,20221019,2022-10-19 11:27,302322
5211,20221019,2022-10-19 11:27,296714
5212,20221019,2022-10-19 11:27,239652
5213,20221019,2022-10-19 11:27,174899
5214,20221019,2022-10-19 11:27,525342
5215,20221019,2022-10-19 11:27,80552
5216,20221019,2022-10-19 11:27,262718
5217,20221019,2022-10-19 11:27,420270
5218,20221019,2022-10-19 11:27,409644
5219,20221019,2022-10-19 11:27,251233
5220,20221019,2022-10-19 11:27,559071
5221,20221019,2022-10-19 11:27,541021
5222,20221019,2022-10-19 11:27,346743
5223,20221019,2022-10-19 11:27,32940
5224,20221019,2022-10-19 11:27,824
5225,20221019,2022-10-19 11:27,245435
5226,20221019,2022-10-19 11:27,129433
5227,20221019,2022-10-19 11:27,213437
5228,20221019,2022-10-19 11:27,192655
5229,20221019,2022-10-19 11:27,449617
5230,20221019,2022-10-19 11:27,16937
5231,20221019,2022-10-19 11:27,216446
5232,20221019,2022-10-19 11:27,71036
5233,20221019,2022-10-19 11:27,504540
5234,20221019,2022-10-19 11:27,393422
5235,20221019,2022-10-19 11:27,7275
5236,20221019,2022-10-19 11:27,473317
5237,20221019,2022-10-19 11:27,102337
5238,20221019,2022-10-19 11:27,195688
5239,20221019,2022-10-19 11:27,74164
5240,20221019,2022-10-19 11:27,26602
5241,20221019,2022-10-19 11:27,288303
5242,20221019,2022-10-19 11:27,556436
5243,20221019,2022-10-19 11:27,83699
5244,20221019,2022-10-19 11:27,29724
5245,20221019,2022-10-19 11:27,512352
5246,20221019,2022-10-19 11:27,20171
5247,20221019,2022-10-19 11:27,449683
5248,20221019,2022-10-19 11:27,276953
5249,20221019,2022-10-19 11:27,77347
5250,20221019,2022-10-19 11:27,29725
5251,20221019,2022-10-19 11:27,561649
5252,20221019,2022-10-19 11:27,271239
5253,20221019,2022-10-19 11:27,481139
5254,20221019,2022-10-19 11:27,83700
5255,20221019,2022-10-19 11:27,111340
5256,20221019,2022-10-19 11:27,58504
5257,20221019,2022-10-19 11:27,398861
5258,20221019,2022-10-19 11:27,96121
5259,20221019,2022-10-19 11:27,96132
5260,20221019,2022-10-19 11:27,546179
5261,20221019,2022-10-19 11:27,10538
5262,20221019,2022-10-19 11:27,132569
5263,20221019,2022-10-19 11:27,491451
5264,20221019,2022-10-19 11:27,195662
5265,20221019,2022-10-19 11:27,826
5266,20221019,2022-10-19 11:27,201534
5267,20221019,2022-10-19 11:27,465403
5268,20221019,2022-10-19 11:27,465386
5269,20221019,2022-10-19 11:27,564130
5270,20221019,2022-10-19 11:27,446959
5271,20221019,2022-10-19 11:27,225102
5272,20221019,2022-10-19 11:27,282698
5273,20221019,2022-10-19 11:27,74163
5274,20221019,2022-10-19 11:27,291066
5275,20221019,2022-10-19 11:27,533236
5276,20221019,2022-10-19 11:27,470670
5277,20221019,2022-10-19 11:27,310868
5278,20221019,2022-10-19 11:27,349473
5279,20221019,2022-10-19 11:27,425625
5280,20221019,2022-10-19 11:27,404279
5281,20221019,2022-10-19 11:27,507105
5282,20221019,2022-10-19 11:27,454868
5283,20221019,2022-10-19 11:27,132567
5284,20221019,2022-10-19 11:27,468084
5285,20221019,2022-10-19 11:27,525340
5286,20221019,2022-10-19 11:27,374467
5287,20221019,2022-10-19 11:27,236786
5288,20221019,2022-10-19 11:27,379777
5289,20221019,2022-10-19 11:27,192651
5290,20221019,2022-10-19 11:27,457441
5291,20221019,2022-10-19 11:27,559068
5292,20221019,2022-10-19 11:27,156743
5293,20221019,2022-10-19 11:27,436276
5294,20221019,2022-10-19 11:27,71044
5295,20221019,2022-10-19 11:27,64783
5296,20221019,2022-10-19 11:27,156744
5297,20221019,2022-10-19 11:27,530607
5298,20221019,2022-10-19 11:27,460102
5299,20221019,2022-10-19 11:27,32872
5300,20221019,2022-10-19 11:27,299496
5301,20221019,2022-10-19 11:27,324637
5302,20221019,2022-10-19 11:27,233769
5303,20221019,2022-10-19 11:27,117377
5304,20221019,2022-10-19 11:27,494071
5305,20221019,2022-10-19 11:27,527956
5306,20221019,2022-10-19 11:27,338398
5307,20221019,2022-10-19 11:27,213439
5308,20221019,2022-10-19 11:27,80601
5309,20221019,2022-10-19 11:27,556439
5310,20221019,2022-10-19 11:27,39293
5311,20221019,2022-10-19 11:27,245437
5312,20221019,2022-10-19 11:27,189775
5313,20221019,2022-10-19 11:27,533237
5314,20221019,2022-10-19 11:27,396129
5315,20221019,2022-10-19 11:27,412331
5316,20221019,2022-10-19 11:27,299498
5317,20221019,2022-10-19 11:27,67916
5318,20221019,2022-10-19 11:27,26601
5319,20221019,2022-10-19 11:27,551305
5320,20221019,2022-10-19 11:27,514963
5321,20221019,2022-10-19 11:27,83697
5322,20221019,2022-10-19 11:30,39226
5323,20221019,2022-10-19 11:30,99152
5324,20221019,2022-10-19 11:30,102338
5325,20221019,2022-10-19 11:30,207410
5326,20221019,2022-10-19 11:30,514964
5327,20221019,2022-10-19 11:30,251235
5328,20221019,2022-10-19 11:30,168863
5329,20221019,2022-10-19 11:30,201494
5330,20221019,2022-10-19 11:30,551302
5331,20221019,2022-10-19 11:30,404285
5332,20221019,2022-10-19 11:30,556440
5333,20221019,2022-10-19 11:30,307994
5334,20221019,2022-10-19 11:30,236733
5335,20221019,2022-10-19 11:30,321924
5336,20221019,2022-10-19 11:30,271248
5337,20221019,2022-10-19 11:30,433558
5338,20221019,2022-10-19 11:30,346690
5339,20221019,2022-10-19 11:30,52225
5340,20221019,2022-10-19 11:30,71040
5341,20221019,2022-10-19 11:30,446932
5342,20221019,2022-10-19 11:30,10542
5343,20221019,2022-10-19 11:30,141649
5344,20221019,2022-10-19 11:30,7224
5345,20221019,2022-10-19 11:30,162846
5346,20221019,2022-10-19 11:30,462663
5347,20221019,2022-10-19 11:30,357876
5348,20221019,2022-10-19 11:30,335582
5349,20221019,2022-10-19 11:30,349474
5350,20221019,2022-10-19 11:30,499222
5351,20221019,2022-10-19 11:30,39294
5352,20221019,2022-10-19 11:30,561657
5353,20221019,2022-10-19 11:30,371705
5354,20221019,2022-10-19 11:30,276954
5355,20221019,2022-10-19 11:30,433591
5356,20221019,2022-10-19 11:30,561643
5357,20221019,2022-10-19 11:30,71042
5358,20221019,2022-10-19 11:30,135586
5359,20221019,2022-10-19 11:30,39291
5360,20221019,2022-10-19 11:30,414911
5361,20221019,2022-10-19 11:30,259849
5362,20221019,2022-10-19 11:30,32928
5363,20221019,2022-10-19 11:30,282689
5364,20221019,2022-10-19 11:30,310869
5365,20221019,2022-10-19 11:30,457490
5366,20221019,2022-10-19 11:30,204446
5367,20221019,2022-10-19 11:30,210450
5368,20221019,2022-10-19 11:30,520020
5369,20221019,2022-10-19 11:30,153798
5370,20221019,2022-10-19 11:30,201533
5371,20221019,2022-10-19 11:30,449679
5372,20221019,2022-10-19 11:30,520038
5373,20221019,2022-10-19 11:30,153795
5374,20221019,2022-10-19 11:30,561658
5375,20221019,2022-10-19 11:30,368970
5376,20221019,2022-10-19 11:30,165929
5377,20221019,2022-10-19 11:30,468086
5378,20221019,2022-10-19 11:30,433590
5379,20221019,2022-10-19 11:30,171924
5380,20221019,2022-10-19 11:30,382504
5381,20221019,2022-10-19 11:30,276949
5382,20221019,2022-10-19 11:30,414917
5383,20221019,2022-10-19 11:30,183886
5384,20221019,2022-10-19 11:30,276955
5385,20221019,2022-10-19 11:30,227994
5386,20221019,2022-10-19 11:30,307997
5387,20221019,2022-10-19 11:30,473318
5388,20221019,2022-10-19 11:30,274060
5389,20221019,2022-10-19 11:30,192643
5390,20221019,2022-10-19 11:30,349475
5391,20221019,2022-10-19 11:30,236787
5392,20221019,2022-10-19 11:30,385184
5393,20221019,2022-10-19 11:30,363445
5394,20221019,2022-10-19 11:30,486311
5395,20221019,2022-10-19 11:30,514958
5396,20221019,2022-10-19 11:30,58507
5397,20221019,2022-10-19 11:30,559062
5398,20221019,2022-10-19 11:30,553858
5399,20221019,2022-10-19 11:30,141655
5400,20221019,2022-10-19 11:30,316391
5401,20221019,2022-10-19 11:30,324638
5402,20221019,2022-10-19 11:30,189774
5403,20221019,2022-10-19 11:30,256948
5404,20221019,2022-10-19 11:30,468064
5405,20221019,2022-10-19 11:30,566674
5406,20221019,2022-10-19 11:30,564131
5407,20221019,2022-10-19 11:30,120389
5408,20221019,2022-10-19 11:30,7225
5409,20221019,2022-10-19 11:30,242469
5410,20221019,2022-10-19 11:30,227991
5411,20221019,2022-10-19 11:30,150724
5412,20221019,2022-10-19 11:30,341201
5413,20221019,2022-10-19 11:30,80545
5414,20221019,2022-10-19 11:30,327379
5415,20221019,2022-10-19 11:30,349476
5416,20221019,2022-10-19 11:30,52248
5417,20221019,2022-10-19 11:30,201536
5418,20221019,2022-10-19 11:30,425632
5419,20221019,2022-10-19 11:30,417637
5420,20221019,2022-10-19 11:30,219369
5421,20221019,2022-10-19 11:30,77336
5422,20221019,2022-10-19 11:30,262729
5423,20221019,2022-10-19 11:30,449684
5424,20221019,2022-10-19 11:30,177824
5425,20221019,2022-10-19 11:30,352294
5426,20221019,2022-10-19 11:30,363446
5427,20221019,2022-10-19 11:30,425633
5428,20221019,2022-10-19 11:30,20173
5429,20221019,2022-10-19 11:30,417655
5430,20221019,2022-10-19 11:30,183861
5431,20221019,2022-10-19 11:30,265492
5432,20221019,2022-10-19 11:30,486328
5433,20221019,2022-10-19 11:30,207409
5434,20221019,2022-10-19 11:30,285533
5435,20221019,2022-10-19 11:30,406960
5436,20221019,2022-10-19 11:30,120391
5437,20221019,2022-10-19 11:30,291022
5438,20221019,2022-10-19 11:30,417654
5439,20221019,2022-10-19 11:30,156747
5440,20221019,2022-10-19 11:30,385187
5441,20221019,2022-10-19 11:30,174858
5442,20221019,2022-10-19 11:30,481169
5443,20221019,2022-10-19 11:30,344041
5444,20221019,2022-10-19 11:30,254099
5445,20221019,2022-10-19 11:30,446958
5446,20221019,2022-10-19 11:30,360661
5447,20221019,2022-10-19 11:30,488852
5448,20221019,2022-10-19 11:30,225104
5449,20221019,2022-10-19 11:30,111347
5450,20221019,2022-10-19 11:30,254100
5451,20221019,2022-10-19 11:30,67917
5452,20221019,2022-10-19 11:30,45891
5453,20221019,2022-10-19 11:30,45888
5454,20221019,2022-10-19 11:30,45824
5455,20221019,2022-10-19 11:30,265493
5456,20221019,2022-10-19 11:30,349466
5457,20221019,2022-10-19 11:30,409645
5458,20221019,2022-10-19 11:30,153789
5459,20221019,2022-10-19 11:30,475908
5460,20221019,2022-10-19 11:30,553866
5461,20221019,2022-10-19 11:30,39219
5462,20221019,2022-10-19 11:30,346730
5463,20221019,2022-10-19 11:30,462728
5464,20221019,2022-10-19 11:30,504529
5465,20221019,2022-10-19 11:30,111348
5466,20221019,2022-10-19 11:30,268344
5467,20221019,2022-10-19 11:30,150744
5468,20221019,2022-10-19 11:30,433584
5469,20221019,2022-10-19 11:30,465400
5470,20221019,2022-10-19 11:30,111344
5471,20221019,2022-10-19 11:30,117354
5472,20221019,2022-10-19 11:30,355096
5473,20221019,2022-10-19 11:30,242547
5474,20221019,2022-10-19 11:30,216440
5475,20221019,2022-10-19 11:30,227907
5476,20221019,2022-10-19 11:30,259856
5477,20221019,2022-10-19 11:30,274062
5478,20221019,2022-10-19 11:30,462732
5479,20221019,2022-10-19 11:30,404288
5480,20221019,2022-10-19 11:30,248396
5481,20221019,2022-10-19 11:30,10539
5482,20221019,2022-10-19 11:30,159792
5483,20221019,2022-10-19 11:30,401557
5484,20221019,2022-10-19 11:30,259848
5485,20221019,2022-10-19 11:30,352297
5486,20221019,2022-10-19 11:30,355095
5487,20221019,2022-10-19 11:30,396130
5488,20221019,2022-10-19 11:30,213433
5489,20221019,2022-10-19 11:30,180944
5490,20221019,2022-10-19 11:30,45889
5491,20221019,2022-10-19 11:30,7278
5492,20221019,2022-10-19 11:30,388012
5493,20221019,2022-10-19 11:30,360660
5494,20221019,2022-10-19 11:30,126396
5495,20221019,2022-10-19 11:30,222261
5496,20221019,2022-10-19 11:30,321928
5497,20221019,2022-10-19 11:30,268364
5498,20221019,2022-10-19 11:30,156714
5499,20221019,2022-10-19 11:30,307988
5500,20221019,2022-10-19 11:30,433592
5501,20221019,2022-10-19 11:30,29728
5502,20221019,2022-10-19 11:30,371706
5503,20221019,2022-10-19 11:30,321929
5504,20221019,2022-10-19 11:30,553867
5505,20221019,2022-10-19 11:30,162852
5506,20221019,2022-10-19 11:30,89875
5507,20221019,2022-10-19 11:30,460125
5508,20221019,2022-10-19 11:30,546180
5509,20221019,2022-10-19 11:30,527958
5510,20221019,2022-10-19 11:30,417653
5511,20221019,2022-10-19 11:30,473319
5512,20221019,2022-10-19 11:30,396131
5513,20221019,2022-10-19 11:30,335603
5514,20221019,2022-10-19 11:30,468087
5515,20221019,2022-10-19 11:30,551304
5516,20221019,2022-10-19 11:30,829
5517,20221019,2022-10-19 11:30,225103
5518,20221019,2022-10-19 11:30,192657
5519,20221019,2022-10-19 11:30,162856
5520,20221019,2022-10-19 11:30,564132
5521,20221019,2022-10-19 11:30,827
5522,20221019,2022-10-19 11:30,446960
5523,20221019,2022-10-19 11:30,171909
5524,20221019,2022-10-19 11:30,156748
5525,20221019,2022-10-19 11:30,171905
5526,20221019,2022-10-19 11:30,346721
5527,20221019,2022-10-19 11:30,168840
5528,20221019,2022-10-19 11:30,507108
5529,20221019,2022-10-19 11:30,64787
5530,20221019,2022-10-19 11:30,546169
5531,20221019,2022-10-19 11:30,465405
5532,20221019,2022-10-19 11:30,86768
5533,20221019,2022-10-19 11:30,282704
5534,20221019,2022-10-19 11:30,279888
5535,20221019,2022-10-19 11:30,42558
5536,20221019,2022-10-19 11:30,171906
5537,20221019,2022-10-19 11:30,99158
5538,20221019,2022-10-19 11:30,449678
5539,20221019,2022-10-19 11:30,67918
5540,20221019,2022-10-19 11:30,514965
5541,20221019,2022-10-19 11:30,360662
5542,20221019,2022-10-19 11:30,499223
5543,20221019,2022-10-19 11:30,388011
5544,20221019,2022-10-19 11:30,538518
5545,20221019,2022-10-19 11:30,338401
5546,20221019,2022-10-19 11:30,233768
5547,20221019,2022-10-19 11:30,478599
5548,20221019,2022-10-19 11:30,279893
5549,20221019,2022-10-19 11:30,457494
5550,20221019,2022-10-19 11:30,183884
5551,20221019,2022-10-19 11:30,566676
5552,20221019,2022-10-19 11:30,52245
5553,20221019,2022-10-19 11:30,543584
5554,20221019,2022-10-19 11:30,285548
5555,20221019,2022-10-19 11:30,462736
5556,20221019,2022-10-19 11:30,4011
5557,20221019,2022-10-19 11:30,216449
5558,20221019,2022-10-19 11:30,483687
5559,20221019,2022-10-19 11:30,89880
5560,20221019,2022-10-19 11:30,465404
5561,20221019,2022-10-19 11:30,52246
5562,20221019,2022-10-19 11:30,478591
5563,20221019,2022-10-19 11:30,546170
5564,20221019,2022-10-19 11:30,242560
5565,20221019,2022-10-19 11:30,483688
5566,20221019,2022-10-19 11:30,385185
5567,20221019,2022-10-19 11:30,296722
5568,20221019,2022-10-19 11:30,144748
5569,20221019,2022-10-19 11:30,438902
5570,20221019,2022-10-19 11:30,222262
5571,20221019,2022-10-19 11:30,171926
5572,20221019,2022-10-19 11:30,396132
5573,20221019,2022-10-19 11:30,460124
